"artist","title","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","valence","label"
"El Tiempo","Tu Ex Amor","0.401","0.722","0.292","0.0","4","0.226","-13.729","1","0.0302","97.424","0.817","0"
"Roger Miller","Husbands And Wives","0.457","0.715","0.188","1.53E-4","0","0.107","-17.773","1","0.038","116.575","0.431","1"
"Al Di Meola","Splendido Sundance","0.88","0.434","0.489","0.812","0","0.202","-13.621","1","0.0349","104.039","0.648","0"
"Blind Blake","Too Tight Blues No. 2","0.972","0.554","0.237","0.0254","7","0.22","-15.742","1","0.0394","104.427","0.847","1"
"Marcel Mouloudji","Madeleine","0.888","0.48","0.225","0.0","1","0.109","-14.729","0","0.18","80.92","0.377","0"
"Kieran","You Saved My Life","0.146","0.614","0.669","0.0","5","0.0653","-6.829","0","0.0609","77.919","0.631","0"
"Sunidhi Chauhan / Anu Malik / Jatin Sharma","Dekh Le","0.00689","0.766","0.842","0.00303","9","0.0493","-9.254","1","0.0526","127.995","0.95","0"
"The Blind Boys Of Alabama","New Born Soul","0.85","0.657","0.291","0.151","9","0.107","-10.837","1","0.0399","86.659","0.398","0"
"Princess Lover","Prends-Moi La Main","0.0938","0.761","0.681","0.132","6","0.153","-8.236","0","0.0384","110.706","0.562","0"
"Brazilian Tropical Orchestra","If You Leave Me Now","0.669","0.658","0.349","0.905","0","0.0993","-15.392","1","0.024","99.468","0.366","0"
"System of a Down","War?","0.0831","0.365","0.939","5.58E-5","8","0.0947","-3.523","1","0.0831","98.646","0.527","0"
"Joe Bonamassa","So Many Roads","0.0114","0.29","0.756","0.148","5","0.0947","-5.408","0","0.039","146.458","0.546","0"
"Vex'd","Oceans","0.00141","0.687","0.629","0.661","2","0.119","-12.579","1","0.0436","117.031","0.0566","0"
"Antigone Rising","Don't Look Back (Radio Edit)","0.00554","0.641","0.743","0.0","8","0.323","-4.635","1","0.0288","123.903","0.666","0"
"Crusaders","She's My Woman","0.00311","0.402","0.879","1.27E-6","7","0.192","-9.106","1","0.0522","97.872","0.519","0"
"Abbott & Chambers","Where Are You","2.21E-4","0.511","0.976","0.89","11","0.0435","-6.928","0","0.0569","138.035","0.283","0"
"Quinteto Violado","Maria Betania","0.756","0.313","0.0194","1.03E-6","7","0.597","-21.798","0","0.038","84.954","0.0707","0"
"Karnig Sarkissian","Inrtoduction ""Hing Hye Srder","0.674","0.522","0.345","0.0","9","0.066","-14.115","0","0.0393","75.526","0.237","0"
"Mikey Dread","Master Mantrol (Dub / Instrumental Reggae Music)","0.0618","0.755","0.315","0.806","9","0.0632","-18.87","0","0.0628","141.391","0.662","0"
"Tommy Makem;The Clancy Brothers","Old Woman From Wexford","0.978","0.743","0.325","0.243","3","0.107","-20.249","0","0.0576","121.959","0.965","0"
"Klaus Badelt","Moonlight Serenade","0.444","0.23","0.337","0.963","9","0.458","-10.594","0","0.0505","130.724","0.0495","0"
"Jimmie Vaughan","Kinky Woman","0.607","0.701","0.469","0.00161","5","0.161","-9.025","1","0.0479","109.512","0.894","0"
"Aesop Rock","N.Y. Electric / Hunter Interlude","0.252","0.474","0.743","0.0","6","0.905","-9.586","1","0.545","80.79","0.776","0"
"Frank Stokes","Sweet To Mama","0.971","0.565","0.369","7.55E-4","10","0.185","-11.679","1","0.0413","149.84","0.913","1"
"Los Traileros Del Norte","Perro Faldero","0.437","0.662","0.611","0.0","5","0.0656","-7.322","1","0.167","189.624","0.924","0"
"Zombina & The Skeletones","I Was a Human Bomb for the FBI","0.00349","0.318","0.973","0.874","2","0.226","-6.293","1","0.251","189.782","0.415","0"
"Egberto Gismonti","Baiao Malandro","0.716","0.495","0.143","0.711","2","0.104","-20.772","0","0.042","102.977","0.0936","0"
"Minnie Riperton","Les Fleurs","0.665","0.441","0.499","2.87E-6","6","0.211","-9.453","1","0.0484","151.878","0.513","0"
"Nick Cave & The Bad Seeds","New Morning (Live)","0.316","0.312","0.474","5.3E-6","7","0.967","-9.513","1","0.0284","140.914","0.351","0"
"Cockney Rejects","It's Alright Bruv","0.00234","0.181","0.97","4.51E-6","2","0.314","-2.702","1","0.0719","164.162","0.355","0"
"Krystof","Svedomi","0.0201","0.671","0.772","6.49E-5","9","0.114","-6.617","1","0.0427","88.045","0.379","0"
"Ebru Yasar","Birak Yakami","0.224","0.763","0.912","2.17E-6","6","0.25","-8.877","0","0.0749","130.003","0.813","0"
"Andy & Lucas","Hasta Los Huesos","0.696","0.713","0.76","0.0","9","0.364","-6.704","1","0.0579","140.121","0.819","0"
"Danny Barnes","Cumberland Gap","0.983","0.65","0.489","0.867","2","0.0705","-10.449","1","0.063","111.95","0.961","0"
"Hot Tuna","Hesitation Blues","0.28","0.524","0.2","0.0845","0","0.687","-18.199","1","0.0391","126.048","0.609","0"
"Mississippi John Hurt","Monday Morning Blues","0.773","0.679","0.413","1.83E-4","1","0.856","-16.566","0","0.13","91.447","0.538","0"
"James Hunter","Class Act","0.562","0.772","0.605","0.0","2","0.147","-5.958","0","0.0401","101.867","0.939","0"
"Xmilk","Side By Side","4.27E-4","0.169","0.927","2.01E-4","8","0.247","-4.804","1","0.0858","102.442","0.294","0"
"Chacho","Meteorito","6.26E-4","0.8","0.782","0.826","8","0.0758","-9.95","1","0.1","125.019","0.111","0"
"Ronnie Drew","The Ballad Of St. Anne's Reel","0.534","0.562","0.498","0.0166","7","0.0496","-9.304","1","0.0378","117.743","0.651","0"
"Emilio","Somebody Stop Me","0.211","0.667","0.514","3.07E-5","4","0.11","-9.379","1","0.0232","94.859","0.463","0"
"Usher Featuring The Nu Beginning","Mother's Luv","0.00767","0.532","0.61","0.0","7","0.149","-10.645","1","0.0647","152.96","0.517","1"
"Blind Willie Johnson","John the Revelator","0.995","0.739","0.331","0.131","9","0.568","-12.941","0","0.283","125.521","0.527","0"
"Edelweiss","The Kangaroo Theory","0.62","0.781","0.614","0.134","2","0.0898","-12.669","1","0.35","174.036","0.539","0"
"The Crystal Method","More","9.16E-4","0.66","0.835","5.81E-4","8","0.129","-11.132","0","0.0487","114.331","0.482","0"
"Guaco","Venite Pa' Maracaibo","0.367","0.779","0.784","0.0","0","0.292","-10.316","1","0.0533","112.871","0.973","0"
"NOFX","Bath Of Least Resistance","5.17E-4","0.541","0.956","2.04E-4","0","0.0964","-4.604","1","0.0391","98.833","0.759","0"
"Salt The Wound","I Swear the Visine is for my Allergies","1.89E-4","0.198","0.875","0.0","10","0.328","-9.196","0","0.124","179.539","0.445","1"
"Havok","Monologue With the Sky","0.992","0.195","0.175","0.973","5","0.442","-17.822","1","0.0471","199.786","0.115","0"
"BMX Bandits","After I Made Love To You","0.696","0.448","0.388","0.0674","1","0.131","-10.3","1","0.0281","127.908","0.335","0"
"Rustless","It's The Three Of Us Left","0.86","0.278","0.331","0.814","6","0.119","-10.148","0","0.0316","74.958","0.0394","0"
"Flame","Freed From Desire (Alternate Mix)","0.0694","0.791","0.745","0.0113","2","0.108","-9.24","0","0.0911","128.013","0.547","0"
"Ennio Morricone","1900's Madness #1","0.659","0.571","0.326","0.0244","5","0.151","-13.136","1","0.0345","140.088","0.818","0"
"Raze","Intro. (The Plan Album Version)","0.865","0.674","0.136","3.41E-4","4","0.234","-20.931","1","0.473","74.914","0.335","0"
"Natasha Bedingfield","Love Like This","0.145","0.781","0.791","0.0","7","0.127","-3.903","0","0.0468","76.998","0.902","0"
"Fyah Blaze","Lion Paw","0.0489","0.826","0.889","0.0","1","0.237","-5.076","0","0.12","104.008","0.734","0"
"Erick Sermon","Erick Sermon","0.187","0.897","0.466","1.35E-6","10","0.0757","-9.053","0","0.203","100.01","0.884","0"
"Elvin Bishop","Half Way Out The Door (Live)","0.55","0.545","0.829","2.52E-4","0","0.983","-4.117","1","0.0355","105.624","0.739","0"
"Toni Braxton","Tell Me","0.0423","0.827","0.533","3.97E-5","10","0.0714","-6.699","0","0.135","84.76","0.822","0"
"Richard Galliano","Honey Fingers","0.505","0.46","0.455","0.0132","0","0.279","-15.176","1","0.0923","93.361","0.513","0"
"Julissa","Gloria","0.544","0.365","0.662","0.0","11","0.0903","-6.043","0","0.0399","147.423","0.121","0"
"Marc Dorsey","Love You Again","0.461","0.671","0.471","0.0","7","0.179","-6.943","1","0.0285","138.021","0.524","0"
"Oesch's die Dritten","Die Zeit","0.827","0.31","0.266","0.0","11","0.0876","-6.519","1","0.0327","85.19","0.402","0"
"Pepper","Point And Shoot (Demo)","0.161","0.465","0.752","0.0","9","0.0675","-7.436","1","0.0505","82.346","0.41","0"
"Tim Wilson","The Michael Vick Song","0.354","0.72","0.751","0.0","5","0.154","-3.284","0","0.0396","122.271","0.738","1"
"Plaza","Goor","0.00116","0.792","0.686","0.847","11","0.0789","-11.91","1","0.0402","125.163","0.635","0"
"Gonzalo Rubalcaba","Cuatro Veinte","0.96","0.244","0.13","0.874","3","0.132","-19.614","1","0.0642","64.885","0.0898","0"
"Roy Drusky","Funny How Time Slips Away","0.867","0.707","0.0929","0.272","2","0.109","-22.6","1","0.0322","104.964","0.194","1"
"The Perrys","Run And Tell","0.206","0.674","0.755","2.08E-6","7","0.0968","-8.317","0","0.0439","95.996","0.708","1"
"John Wesley","Cuttin' the Tree","0.268","0.447","0.692","0.00165","0","0.268","-9.698","1","0.0934","168.458","0.839","0"
"Klimperei","Sauer","0.392","0.338","0.628","0.886","5","0.106","-7.066","1","0.0382","175.625","0.489","0"
"Year of Desolation","L.S.M.","4.7E-5","0.281","0.883","0.473","2","0.529","-5.294","1","0.136","105.674","0.256","0"
"Liars","Cycle Time","0.154","0.11","0.801","0.0423","2","0.102","-5.066","1","0.0698","153.031","0.235","0"
"Flor Silvestre","Llorando Por Amor","0.875","0.59","0.251","0.0","2","0.17","-5.972","1","0.0361","99.668","0.462","0"
"Lady Saw","To Sir With Love","0.0699","0.677","0.481","1.09E-6","1","0.0559","-14.156","0","0.0589","82.013","0.551","1"
"Moon Mullican","New Milk Cow Blues","0.975","0.584","0.302","2.15E-6","9","0.272","-10.653","1","0.0341","106.765","0.574","0"
"Dave Eggar","Deep Blue","0.741","0.166","0.0371","0.897","0","0.107","-25.663","1","0.0415","129.982","0.0377","1"
"X-ecutioners featuring Tom Tom Club & Biz Markie","Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie)","0.0343","0.931","0.772","1.72E-4","7","0.37","-5.583","1","0.187","102.634","0.73","0"
"The Del McCoury Band","High On the Mountain","0.516","0.614","0.41","4.54E-4","7","0.208","-13.339","1","0.0339","90.248","0.836","0"
"3 of Hearts","Is It Love","0.544","0.381","0.465","0.0","3","0.227","-8.523","1","0.0344","203.327","0.267","0"
"Dario Marianelli","Falling Apart","0.792","0.147","0.029","0.881","9","0.111","-24.759","1","0.0351","65.693","0.0674","0"
"Furry Lewis","I Will Turn Your Money Green (Take 1)","0.988","0.504","0.0859","7.63E-4","11","0.12","-15.716","0","0.0644","102.573","0.352","1"
"Busdriver","Beauty Supply And Demand","0.215","0.684","0.916","6.58E-6","1","0.198","-9.142","1","0.0632","121.374","0.62","0"
"Hollowtip","Superstar (feat. J-Noxx)","0.0201","0.506","0.674","0.0","6","0.606","-7.652","1","0.447","83.364","0.705","0"
"The Party Group","Te Quiero Mas","0.00999","0.847","0.82","7.96E-6","0","0.0194","-18.77","1","0.0355","130.029","0.98","1"
"EPMD","Head Banger","0.0388","0.619","0.912","0.0","9","0.252","-3.897","1","0.309","96.66","0.676","0"
"Dario Marianelli","The Lord's Prayer","0.811","0.105","0.208","0.946","1","0.0807","-16.37","0","0.0424","91.101","0.0352","0"
"Iggy And The Stooges","Raw Power","0.00353","0.235","0.977","0.00604","6","0.172","0.878","1","0.107","152.952","0.241","1"
"Kurtis Blow","I'm Chillin","0.0679","0.796","0.732","3.07E-4","7","0.0326","-12.974","1","0.0895","107.168","0.631","0"
"Kent","Alla Mot Alla","0.00516","0.48","0.607","0.232","3","0.256","-8.313","1","0.0264","71.955","0.429","0"
"Henri Pousseur","Parabolics Studies 6","0.405","0.161","0.514","0.237","1","0.358","-8.462","1","0.149","141.567","0.0168","0"
"Spitfire","Feverish","0.103","0.46","0.8","0.00854","6","0.296","-11.64","0","0.0702","138.936","0.214","0"
"David Banner","Syrup Sipping (Banner Beat Break)","0.0394","0.836","0.34","0.0","3","0.14","-11.618","0","0.221","83.53","0.37","0"
"Bionikworld","Party Favours (Dee Dee's Flukey Remix)","6.12E-4","0.79","0.72","0.698","10","0.0926","-8.152","0","0.0569","125.991","0.155","0"
"The Wilburns","Keep Walking","0.537","0.593","0.515","0.0","7","0.239","-8.132","1","0.0274","147.838","0.763","1"
"Bullet For My Valentine","4 Words (To Choke Upon)","8.79E-5","0.379","0.95","3.09E-4","8","0.109","-2.895","1","0.0845","92.489","0.316","1"
"Niraj Chag","The Carnival  feat. Japjit Kaur","0.00877","0.593","0.922","0.902","1","0.423","-5.046","1","0.0482","179.04","0.623","0"
"Warner mack","Is It Wrong","0.843","0.658","0.414","0.235","8","0.105","-10.84","1","0.029","94.224","0.852","0"
"Bodies In the Gears of the Apparatus","Xenophobic Hate Machine","1.74E-6","0.195","0.929","0.811","4","0.1","-6.136","1","0.0874","133.209","0.213","1"
"Rick Ross","Ella Speed","0.657","0.504","0.466","0.0313","7","0.114","-9.754","1","0.0325","114.859","0.856","0"
"Tinariwen","Chatma","0.217","0.81","0.422","0.133","9","0.0754","-10.832","1","0.0353","106.002","0.31","0"
"Uman","The way to Peace","0.642","0.695","0.381","0.0802","7","0.163","-15.263","0","0.0417","84.998","0.561","0"
"Ice & Breeze","How It Begins","7.25E-4","0.361","0.967","0.913","6","0.0533","-5.858","0","0.0487","144.983","0.158","1"
"Irish Tenors","My Love","0.96","0.313","0.286","0.0272","7","0.108","-12.512","1","0.037","136.82","0.192","0"
"Silverchair","Roses","0.0483","0.359","0.649","0.124","9","0.102","-6.348","1","0.0535","155.944","0.407","0"
"Scott Krippayne","He Was Here","0.738","0.197","0.159","0.0","6","0.253","-12.655","1","0.0393","61.071","0.211","1"
"Lady Saw","Love & Understanding","0.0891","0.78","0.475","0.0","1","0.0914","-12.133","1","0.355","167.98","0.561","1"
"Wayne Watson","Cry Of My Heart","0.0542","0.672","0.559","2.68E-6","9","0.25","-8.151","1","0.0245","98.976","0.247","0"
"Clarence Gatemouth Brown","Up Jumped The Devil - Live","0.0464","0.329","0.826","0.555","2","0.702","-10.731","1","0.0618","147.605","0.85","1"
"Zombie Girl","We Are The Ones (Lounge Version)","0.02","0.711","0.635","0.225","5","0.357","-7.609","0","0.0328","123.018","0.47","0"
"Jeff And Sheri Easter","We're Not Gonna Bow","0.0617","0.65","0.821","4.79E-4","8","0.111","-6.025","1","0.0288","121.963","0.599","0"
"Ray Lynch","Ralph's Rhapsody","0.406","0.74","0.357","0.775","6","0.0512","-16.507","1","0.0609","122.978","0.695","0"
"Atomic Rooster","Stand By Me","0.108","0.577","0.679","3.11E-4","10","0.0777","-16.65","0","0.0485","119.102","0.604","0"
"Neil Diamond","Brooklyn On A Saturday Night","0.0283","0.75","0.258","2.74E-6","0","0.0448","-16.946","1","0.0419","139.435","0.534","1"
"M","Le Bug (Live 2005)","0.185","0.816","0.901","0.393","11","0.855","-6.715","1","0.171","119.976","0.165","0"
"Yuppie Pricks","Suburban Living","5.53E-4","0.586","0.885","0.0314","4","0.109","-5.878","1","0.0616","155.141","0.962","0"
"Big Audio Dynamite","Badrock City","8.0E-4","0.795","0.534","0.653","7","0.108","-17.639","1","0.0607","125.015","0.538","0"
"Planxty","The Lakes Of Pontchartrain","0.804","0.326","0.0895","1.42E-5","11","0.243","-22.996","1","0.0363","118.224","0.192","0"
"HardNox","Fly Away (Instrumental)","0.00189","0.872","0.878","0.928","1","0.0358","-6.578","0","0.0619","117.989","0.962","0"
"Donnie McClurkin","Psalm 27","0.477","0.546","0.631","9.91E-6","5","0.784","-7.487","1","0.0608","149.866","0.628","0"
"Bessie Smith","Chicago Bound Blues","0.995","0.547","0.0603","0.0151","9","0.228","-18.523","1","0.0389","67.444","0.356","0"
"Jake Hess","I Know Where I Am Now","0.709","0.718","0.306","4.61E-6","2","0.0507","-14.816","1","0.0345","99.956","0.319","1"
"Jimmy Page","Liquid Mercury","0.00946","0.381","0.477","0.864","2","0.0682","-11.084","1","0.0496","149.297","0.565","0"
"Desert Dwellers","Falling Stars","0.416","0.595","0.583","0.923","8","0.269","-15.058","0","0.0653","193.987","0.479","0"
"Spooky Tooth","Waitin' For The Wind","0.00526","0.595","0.384","0.208","9","0.196","-12.596","1","0.032","96.913","0.799","0"
"Funeral For A Friend","Your Revolution Is A Joke","0.733","0.425","0.314","1.81E-5","6","0.127","-10.43","1","0.0295","148.111","0.176","1"
"Basic Channel","Q Loop","0.55","0.715","0.456","0.713","9","0.0775","-22.529","0","0.0912","123.076","0.167","0"
"Sweet","Neon Psychedelia","0.00284","0.53","0.812","1.49E-5","9","0.118","-4.017","1","0.0565","120.136","0.445","0"
"Sound Field","CrossBreed","0.00188","0.672","0.967","0.699","4","0.0814","-7.457","0","0.0748","137.997","0.547","0"
"The Ataris","Make It Last","4.2E-4","0.259","0.944","0.0","7","0.253","-5.16","1","0.0677","118.437","0.624","1"
"Winds Of Plague","Origins And Endings","1.7E-5","0.297","0.929","0.367","9","0.0751","-3.547","0","0.0844","124.959","0.252","0"
"Brooke Valentine","American Girl","0.0735","0.861","0.623","8.22E-5","9","0.113","-6.299","1","0.0694","130.429","0.941","0"
"Pumpkin Buzzard","Red Castle","0.305","0.609","0.514","0.952","9","0.145","-12.793","1","0.0643","140.024","0.0687","0"
"Butthole Surfers","22 Going On 23","0.0702","0.289","0.474","0.61","4","0.289","-17.86","1","0.116","146.133","0.306","0"
"Heavy D","Private Dancer","0.108","0.54","0.734","0.0","2","0.0503","-5.789","1","0.237","76.563","0.719","0"
"DJ Godfather","DJs Are The New Rockstars-Live Mashup Mix 7","0.0311","0.678","0.786","0.0","9","0.0369","-4.283","1","0.167","116.693","0.798","0"
"Snowgoons","Michael Nobody aka Poetic Death","0.279","0.589","0.856","2.06E-6","1","0.12","-5.079","1","0.252","88.703","0.47","0"
"Andy & Lucas","Mirame A La Cara (Version Salsa)","0.624","0.526","0.653","2.67E-6","4","0.289","-7.903","0","0.0498","92.873","0.82","0"
"DJ Omega","Shake That Thang","7.56E-4","0.82","0.506","0.845","6","0.164","-9.654","0","0.0966","150.458","0.833","1"
"Darwin Hobbs","Free","0.0175","0.201","0.885","0.0","9","0.362","-5.316","1","0.256","172.616","0.419","0"
"Sophie B. Hawkins","I Want You","0.604","0.474","0.468","0.0399","11","0.0707","-11.424","1","0.0543","98.443","0.308","1"
"Behemoth","Malice","2.24E-5","0.193","0.955","0.894","2","0.299","-5.101","1","0.121","119.568","0.0829","0"
"The Forms","Red Gun","0.524","0.747","0.641","0.0276","11","0.113","-8.684","1","0.0275","108.932","0.852","1"
"Crucial Conflict","Ride Out Dip","0.0324","0.906","0.754","3.21E-5","8","0.0788","-5.857","0","0.0978","147.997","0.962","0"
"Messy Marv","Tuck That Sh*t","0.0893","0.617","0.74","0.0","4","0.242","-5.134","0","0.137","79.078","0.663","1"
"Cake","Arco Arena","0.401","0.701","0.552","0.648","9","0.118","-9.546","0","0.0429","78.949","0.799","0"
"The Mighty Mighty Bosstones","Pictures To Prove It","0.0499","0.408","0.821","0.0","9","0.543","-7.146","1","0.0704","159.083","0.834","0"
"RIDDLIN' KIDS","Stop The World","2.62E-4","0.298","0.936","4.42E-5","4","0.21","-3.142","1","0.0724","144.718","0.766","0"
"Tampa Red","Baby Please Don't","0.927","0.633","0.324","5.41E-4","2","0.112","-12.122","1","0.0382","71.67","0.557","0"
"Coldplay","Things I Don't Understand","0.001","0.412","0.95","8.42E-4","9","0.0424","-6.585","0","0.0588","137.072","0.278","0"
"Fontella Bass","I Can't Rest","0.49","0.511","0.66","1.67E-6","7","0.627","-5.732","1","0.0381","124.565","0.774","1"
"Regina Belle","You Are Everything","0.332","0.576","0.486","0.0","5","0.147","-7.694","1","0.0551","135.907","0.442","0"
"Gang Of Four","A Piece Of My Heart","0.00271","0.797","0.523","0.0364","9","0.0618","-12.549","1","0.0721","143.677","0.811","0"
"Jonn Serrie","Nostalgia for Infinity","0.64","0.168","0.321","0.912","11","0.108","-18.731","1","0.0483","128.514","0.032","0"
"The Cardigans","Marvel Hill","1.95E-5","0.549","0.601","0.0242","11","0.192","-7.883","1","0.0267","105.843","0.205","0"
"Anane","Let's Get High (Yves Larock Radio Edit w Rap)","0.105","0.661","0.811","3.65E-4","9","0.0689","-5.625","0","0.0389","126.983","0.958","0"
"David Arkenstone","Raindrops Keep Falling On My Head","0.801","0.609","0.303","0.422","2","0.26","-13.539","1","0.0527","94.981","0.512","0"
"Blind Lemon Jefferson","Got The Blues","0.996","0.417","0.226","0.141","1","0.313","-14.667","1","0.0504","87.813","0.314","1"
"Andy Griffith","Turn Yourn Radio On","0.741","0.446","0.556","0.0","4","0.287","-11.379","1","0.0452","161.517","0.796","0"
"Tranzas","Serenata","0.405","0.613","0.517","0.0","7","0.118","-7.505","1","0.0543","76.117","0.118","0"
"Pierre Perret","Donnez-nous des jardins","0.873","0.661","0.405","0.0","4","0.0942","-9.169","0","0.0339","108.448","0.504","0"
"Kenny Rogers","Love Is What We Make It","0.383","0.494","0.265","0.0","5","0.0964","-16.899","1","0.0335","137.549","0.238","0"
"Mum","Mr. Crump","0.00785","0.688","0.903","0.11","2","0.313","-7.496","1","0.0433","125.014","0.441","0"
"The Rolling Stones","Start Me Up","0.0436","0.631","0.932","0.137","5","0.0918","-4.142","1","0.0354","122.429","0.971","1"
"Les Hou-Lops","C'est pour vous que je chante","0.386","0.484","0.678","5.56E-4","9","0.266","-9.292","1","0.0354","97.2","0.889","0"
"Casey Bill Weldon","New Round And Round","0.995","0.678","0.3","0.523","6","0.133","-14.404","1","0.0964","109.37","0.885","1"
"Yndio","Mi Vida Se Pinto De Gris","0.202","0.751","0.749","0.0","6","0.346","-6.159","0","0.0434","108.028","0.854","0"
"The Black Crowes","Good Morning Captain","0.223","0.318","0.565","0.0","7","0.715","-12.21","1","0.0358","131.953","0.463","0"
"Sukshinder Shinda","Jumke","0.249","0.801","0.913","0.00137","9","0.0707","-6.721","0","0.0776","91.546","0.961","0"
"Mississippi John Hurt","Coffee Blues","0.964","0.61","0.0785","1.4E-4","9","0.0903","-20.543","1","0.0503","104.233","0.763","0"
"The New York Dolls","Human Being","8.79E-5","0.255","0.9","0.0319","4","0.972","-5.978","1","0.0767","161.703","0.465","1"
"B.B. King","Please Love Me","0.534","0.468","0.869","0.0","10","0.0515","-3.604","0","0.0356","104.541","0.692","0"
"Aerosmith","Reefer Head Woman","0.013","0.329","0.433","0.00577","9","0.4","-12.72","1","0.0361","188.218","0.535","0"
"Various Production","Bside","0.00117","0.578","0.552","0.676","1","0.272","-16.853","1","0.0558","75.985","0.707","0"
"Los Fabulosos Cadillacs","Twist Y Gritos (Twist & Shout)","0.0556","0.534","0.953","0.00135","0","0.338","-3.584","1","0.104","149.814","0.835","0"
"Nora","The Power Of","0.00118","0.224","0.976","3.3E-6","9","0.221","-7.372","1","0.19","79.818","0.0572","0"
"Brian Tyler","Festival Of Holi","0.137","0.687","0.64","0.868","11","0.292","-14.706","1","0.109","91.997","0.575","0"
"Nightwish","Kuolema Tekee Taiteilijan","0.367","0.164","0.304","0.00109","9","0.168","-12.242","0","0.0319","90.166","0.105","0"
"Scweez","Don't Stop","0.0423","0.956","0.594","0.0","1","0.237","-8.194","1","0.255","104.96","0.588","0"
"John Fogerty","Soda Pop","0.245","0.886","0.763","6.67E-6","0","0.352","-7.472","1","0.0542","105.133","0.791","1"
"Albin Myers","BOOM!!!","6.52E-4","0.868","0.754","0.202","7","0.0554","-5.794","1","0.139","127.014","0.549","0"
"DJ Harry","Other Side of You","0.0222","0.632","0.838","0.0697","7","0.096","-6.285","1","0.0466","100.018","0.423","0"
"2XL","Kissing Game","0.0425","0.545","0.745","0.0","5","0.0717","-4.959","1","0.246","205.276","0.926","0"
"Agency 1.9.9.4","Everyday Struggle (Bonus)","0.504","0.525","0.765","0.0","1","0.118","-7.609","1","0.361","96.552","0.642","0"
"Robert Palmer","Man Smart Woman Smarter","0.098","0.649","0.585","0.0","2","0.293","-13.494","1","0.043","78.218","0.977","1"
"Frost","Two of a Kind","1.11E-5","0.2","0.892","0.0619","1","0.0901","-6.204","1","0.0735","154.821","0.0597","1"
"The Bronx Horns","The Preacher","0.78","0.675","0.559","0.686","7","0.0351","-7.7","0","0.072","97.225","0.458","0"
"Gonzalo Rubalcaba","Principe Nino","0.631","0.563","0.733","0.788","9","0.116","-6.026","1","0.0292","142.628","0.816","0"
"Precious Bryant","Blues All Around My Bed","0.542","0.578","0.365","0.46","2","0.11","-10.895","1","0.0341","89.084","0.59","1"
"Leona Naess","Paper Thin","0.986","0.418","0.0725","3.85E-4","0","0.109","-17.251","1","0.0351","116.709","0.119","0"
"The Chieftains","Carolan's Concerto","0.978","0.589","0.406","0.484","7","0.118","-11.938","1","0.0348","87.488","0.836","1"
"Galactic","Cafe deClouet","0.581","0.587","0.106","0.0","5","0.538","-30.861","0","0.884","56.802","0.924","0"
"The Harvard Lampoon Comedians","Hired Security","0.645","0.674","0.467","0.0","5","0.0999","-8.459","0","0.771","96.192","0.697","0"
"Information Society","Slipping Away/Here Is Kazmeyer","0.0917","0.526","0.428","4.32E-6","9","0.261","-15.124","1","0.0295","89.97","0.206","1"
"Perrey And Kingsley","The Unidentified Flying Object","0.178","0.659","0.794","0.76","0","0.541","-11.439","1","0.0395","141.029","0.98","1"
"Barbara Fairchild","Comfort Creek","0.0139","0.574","0.573","5.34E-6","3","0.0821","-10.25","1","0.0322","186.301","0.488","0"
"Yolandita Monge","Cierra Los Ojos Y Juntos Recordemos - Original","0.614","0.502","0.341","0.0","1","0.272","-15.37","0","0.043","110.803","0.444","0"
"Anti-Flag","The Gre(A)t Depression","3.48E-4","0.241","0.945","0.0","11","0.0977","-4.842","1","0.0794","145.871","0.372","0"
"Pam Thum","See You in the Morning","0.21","0.508","0.438","8.76E-6","1","0.0981","-11.183","1","0.0278","141.178","0.256","0"
"Less Than Jake","Automatic","1.55E-4","0.353","0.975","2.99E-5","2","0.0796","-2.877","1","0.0688","132.628","0.684","0"
"Anti-Flag","I Don't Wanna be a War Hero","0.352","0.462","0.994","0.0623","1","0.225","-5.56","1","0.0973","105.837","0.266","0"
"Pelt","Bestio Tergum Degero Pt. 3","0.462","0.349","0.809","0.442","3","0.587","-11.946","0","0.318","85.356","0.0195","0"
"Her Majesty's Finest","Snapshot Samurai","0.0019","0.428","0.962","2.91E-6","2","0.101","-4.554","1","0.0712","139.541","0.531","0"
"Tyrone Taylor","True Love","0.12","0.61","0.798","1.93E-6","0","0.0692","-6.356","1","0.164","173.55","0.883","0"
"Kuijken Kwartet","Introitus: Requiem: Dies Irae","0.826","0.429","0.234","0.0641","9","0.163","-20.293","1","0.0406","135.392","0.411","0"
"T.G. Sheppard","You're My First Lady","0.445","0.505","0.177","2.51E-5","7","0.094","-18.969","1","0.037","79.09","0.133","0"
"Dr. Elmo","Christmas Won't be the Same Without Johnny","0.731","0.411","0.137","0.0","0","0.148","-16.273","1","0.0345","99.339","0.233","0"
"The Jason Bonham Band","Hold On","0.00274","0.376","0.796","3.81E-4","0","0.613","-7.972","1","0.0414","141.332","0.474","0"
"Busta Rhymes","We Got What You Want","0.00331","0.617","0.462","0.0","11","0.12","-5.311","1","0.49","80.845","0.805","0"
"Paul Taylor","East Bay Bounce","0.353","0.876","0.798","0.808","7","0.0422","-4.193","0","0.0415","100.028","0.787","0"
"Greek Gypsy Musicians","Teska (Teska)","0.736","0.252","0.534","0.863","5","0.197","-10.105","0","0.0436","156.281","0.567","0"
